HPO,Name,Base term frequency,Propagated frequency
HP:0001089,Iris atrophy,7.80E-05,7.80E-05
HP:0012192,Cutaneous T-cell lymphoma,7.80E-05,7.80E-05
HP:0010553,Oculogyric crisis,7.80E-05,7.80E-05
HP:0100880,Nephrogenic rest,7.80E-05,7.80E-05
HP:0025520,Calcinosis cutis,7.80E-05,7.80E-05
HP:0031935,Ascending aorta hypoplasia,7.80E-05,7.80E-05
HP:0003643,Sulfite oxidase deficiency,7.74E-05,7.74E-05
HP:0002038,Protein avoidance,7.74E-05,7.74E-05
HP:0002199,Hypocalcemic seizures,7.74E-05,7.74E-05
HP:0012822,Bilateral vocal cord paresis,7.74E-05,7.74E-05
HP:0100748,Muscular edema,7.74E-05,7.74E-05
HP:0002980,Femoral bowing,7.67E-05,7.67E-05
HP:0001046,Intermittent jaundice,7.67E-05,7.67E-05
HP:0005242,Extrahepatic biliary duct atresia,7.67E-05,7.67E-05
HP:0007633,Bilateral microphthalmos,7.67E-05,7.67E-05
HP:0025188,Retinal vasculitis,7.67E-05,7.67E-05
HP:0012290,Mouth neoplasm,7.67E-05,7.67E-05
HP:0010817,Linear nevus sebaceous,7.67E-05,7.67E-05
HP:0002451,Limb dystonia,2.73E-05,7.60E-05
HP:0031261,Bladder polyp,7.60E-05,7.60E-05
HP:0001960,Hypokalemic metabolic alkalosis,6.27E-05,7.54E-05
HP:0006289,Agenesis of central incisor,6.40E-05,7.54E-05
HP:0000630,Abnormal retinal artery morphology,0,7.54E-05
HP:0007166,Paroxysmal dyskinesia,7.54E-05,7.54E-05
HP:0009777,Absent thumb,7.54E-05,7.54E-05
HP:0009892,Anotia,7.54E-05,7.54E-05
HP:0031880,Eyelid laxity,5.00E-05,7.54E-05
HP:0031355,Maintenance insomnia,7.54E-05,7.54E-05
HP:0004481,Progressive macrocephaly,7.47E-05,7.47E-05
HP:0011063,Abnormality of incisor morphology,0,7.47E-05
HP:0011919,Pleural empyema,7.47E-05,7.47E-05
HP:0025194,Morgagni diaphragmatic hernia,7.47E-05,7.47E-05
HP:0007385,Aplasia cutis congenita of scalp,7.34E-05,7.40E-05
HP:0012472,Eclabion,1.00E-05,7.40E-05
HP:0008480,Cervical spondylosis,7.40E-05,7.40E-05
HP:0012442,Gallbladder dyskinesia,7.40E-05,7.40E-05
HP:0033136,Lymph node abscess,7.40E-05,7.40E-05
HP:0040200,Motor impersistence,7.40E-05,7.40E-05
HP:0031297,Unroofed coronary sinus,7.40E-05,7.40E-05
HP:0012815,Hypoplastic female external genitalia,2.00E-06,7.34E-05
HP:0000263,Oxycephaly,7.34E-05,7.34E-05
HP:0006094,Finger joint hypermobility,6.00E-06,7.34E-05
HP:0006256,Abnormality of hand joint mobility,0,7.34E-05
HP:0010293,Aplasia/Hypoplasia of the uvula,0,7.34E-05
HP:0010663,Abnormality of thalamus morphology,2.00E-06,7.34E-05
HP:0030709,Myelocystocele,7.34E-05,7.34E-05
HP:0010904,Abnormal circulating histidine concentration,0,7.34E-05
HP:0010906,Hyperhistidinemia,7.34E-05,7.34E-05
HP:0025418,Renal cortical necrosis,7.34E-05,7.34E-05
HP:0031787,Oblique astigmatism,7.34E-05,7.34E-05
HP:0033001,Laryngeal papilloma,7.34E-05,7.34E-05
HP:0004122,Midline defect of the nose,1.33E-06,7.27E-05
HP:0001522,Death in infancy,7.27E-05,7.27E-05
HP:0001937,Microangiopathic hemolytic anemia,7.27E-05,7.27E-05
HP:0011027,Abnormal fallopian tube morphology,0,7.27E-05
HP:0025461,Abnormal cell morphology,2.67E-06,7.27E-05
HP:0031722,Near esotropia,7.27E-05,7.27E-05
HP:0025011,Pyriform aperture stenosis,7.27E-05,7.27E-05
HP:0004614,Spina bifida occulta at S1,7.20E-05,7.20E-05
HP:0004844,Coombs-positive hemolytic anemia,7.20E-05,7.20E-05
HP:0007206,Hemimegalencephaly,7.20E-05,7.20E-05
HP:0009004,Hypoplasia of the musculature,6.00E-05,7.20E-05
HP:0025420,Diffuse alveolar hemorrhage,7.20E-05,7.20E-05
HP:0033031,Hyperpyrexia,7.20E-05,7.20E-05
HP:0025125,White lesion of the oral mucosa,0,7.14E-05
HP:0003131,Cystinuria,7.14E-05,7.14E-05
HP:0100538,Abnormality of the supraorbital ridges,0,7.14E-05
HP:0004610,Lumbar spinal canal stenosis,7.14E-05,7.14E-05
HP:0006517,Intraalveolar phospholipid accumulation,7.14E-05,7.14E-05
HP:0032973,Abnormal bronchoalveolar lavage fluid morphology,0,7.14E-05
HP:0002136,Broad-based gait,7.14E-05,7.14E-05
HP:0007479,Congenital nonbullous ichthyosiform erythroderma,7.14E-05,7.14E-05
HP:0012505,Enlarged pituitary gland,7.14E-05,7.14E-05
HP:0012561,Unicuspid aortic valve,7.14E-05,7.14E-05
HP:0012844,Trichilemmoma,7.14E-05,7.14E-05
HP:0031676,Monomorphic ventricular tachycardia,7.14E-05,7.14E-05
HP:0031165,Multifocal seizures,7.14E-05,7.14E-05
HP:0100029,Lingual thyroid,7.14E-05,7.14E-05
HP:0002984,Hypoplasia of the radius,7.07E-05,7.07E-05
HP:0010893,Abnormal circulating phenylalanine concentration,0,7.07E-05
HP:0001727,Thromboembolic stroke,7.07E-05,7.07E-05
HP:0001816,Thin nail,6.20E-05,7.07E-05
HP:0004923,Hyperphenylalaninemia,7.07E-05,7.07E-05
HP:0006765,Chondrosarcoma,7.07E-05,7.07E-05
HP:0011467,Absent gallbladder,7.07E-05,7.07E-05
HP:0025274,Ovarian dermoid cyst,7.07E-05,7.07E-05
HP:0030069,Primary central nervous system lymphoma,7.07E-05,7.07E-05
HP:0031980,Abnormal urine carboxylic acid level,0,7.00E-05
HP:0003634,Amyoplasia,7.00E-05,7.00E-05
HP:0003783,Externally rotated/abducted legs,0,7.00E-05
HP:0001756,Vestibular hypofunction,7.00E-05,7.00E-05
HP:0005144,Ventricular septal hypertrophy,7.00E-05,7.00E-05
HP:0007475,Congenital bullous ichthyosiform erythroderma,7.00E-05,7.00E-05
HP:0008796,Externally rotated hips,7.00E-05,7.00E-05
HP:0011803,Bifid nose,7.00E-05,7.00E-05
HP:0040079,Irregular dentition,7.00E-05,7.00E-05
HP:0004188,Abnormal 4th finger morphology,0,6.94E-05
HP:0001489,Posterior vitreous detachment,6.94E-05,6.94E-05
HP:0040160,Generalized osteoporosis,6.67E-06,6.94E-05
HP:0005659,Thoracic kyphoscoliosis,6.94E-05,6.94E-05
HP:0005772,Aplasia/Hypoplasia of the tibia,6.67E-07,6.94E-05
HP:0007109,Periventricular cysts,6.94E-05,6.94E-05
HP:0008455,Dysplastic sacrum,6.94E-05,6.94E-05
HP:0008683,Enlarged labia minora,6.94E-05,6.94E-05
HP:0011570,Congenital mitral stenosis,6.94E-05,6.94E-05
HP:0009623,Proximal placement of thumb,6.94E-05,6.94E-05
HP:0009806,Nephrogenic diabetes insipidus,6.94E-05,6.94E-05
HP:0010809,Broad uvula,6.94E-05,6.94E-05
HP:0000283,Broad face,6.87E-05,6.87E-05
HP:0002049,Proximal renal tubular acidosis,6.87E-05,6.87E-05
HP:0007068,Inferior vermis hypoplasia,6.87E-05,6.87E-05
HP:0001003,Multiple lentigines,6.87E-05,6.87E-05
HP:0007305,CNS demyelination,6.87E-05,6.87E-05
HP:0007971,Lamellar cataract,6.87E-05,6.87E-05
HP:0025105,Nevus anemicus,6.87E-05,6.87E-05
HP:0025025,Rectovestibular fistula,6.87E-05,6.87E-05
HP:0032327,Interhemispheric cyst,6.87E-05,6.87E-05
HP:0000114,Proximal tubulopathy,6.80E-05,6.80E-05
HP:0000336,Prominent supraorbital ridges,6.80E-05,6.80E-05
HP:0012193,Anaplastic large-cell lymphoma,6.80E-05,6.80E-05
HP:0031606,Retinal cotton wool spot,6.80E-05,6.80E-05
HP:0030515,Moderately reduced visual acuity,6.80E-05,6.80E-05
HP:0025403,Stooped posture,6.80E-05,6.80E-05
HP:0012588,Steroid-resistant nephrotic syndrome,6.80E-05,6.80E-05
HP:0040167,Facial papilloma,6.80E-05,6.80E-05
HP:0012041,Decreased fertility in males,6.67E-07,6.74E-05
HP:0004724,Calcium nephrolithiasis,8.67E-06,6.74E-05
HP:0004758,Effort-induced polymorphic ventricular tachycardia,6.74E-05,6.74E-05
HP:0001525,Severe failure to thrive,6.74E-05,6.74E-05
HP:0001544,Prominent umbilicus,6.74E-05,6.74E-05
HP:0001863,Toe clinodactyly,6.34E-05,6.74E-05
HP:0005830,Flexion contracture of toe,6.67E-05,6.74E-05
HP:0100492,Joint contractures involving the joints of the feet,0,6.74E-05
HP:0004935,Pulmonary artery atresia,6.74E-05,6.74E-05
HP:0000878,11 pairs of ribs,6.74E-05,6.74E-05
HP:0000934,Chondrocalcinosis,6.74E-05,6.74E-05
HP:0006918,Diffuse cerebral sclerosis,6.74E-05,6.74E-05
HP:0011324,Multiple suture craniosynostosis,3.13E-05,6.74E-05
HP:0012263,Immotile cilia,6.74E-05,6.74E-05
HP:0010545,Downbeat nystagmus,6.74E-05,6.74E-05
HP:0010751,Dimple chin,6.74E-05,6.74E-05
HP:0010806,U-Shaped upper lip vermilion,6.74E-05,6.74E-05
HP:0031775,Neurogenic strabismus,6.74E-05,6.74E-05
HP:0003251,Male infertility,6.67E-05,6.67E-05
HP:0002010,Narrow maxilla,6.67E-05,6.67E-05
HP:0200160,Agenesis of maxillary incisor,9.34E-06,6.67E-05
HP:0005274,Prominent nasal tip,6.67E-05,6.67E-05
HP:0005317,Increased pulmonary vascular resistance,6.67E-05,6.67E-05
HP:0007325,Generalized dystonia,6.67E-05,6.67E-05
HP:0003756,Skeletal myopathy,6.60E-05,6.60E-05
HP:0000594,Shallow anterior chamber,6.60E-05,6.60E-05
HP:0009099,Median cleft palate,6.07E-05,6.60E-05
HP:0011351,Moderate receptive language delay,6.60E-05,6.60E-05
HP:0010294,Palate fistula,6.60E-05,6.60E-05
HP:0003310,Abnormality of the odontoid process,0,6.54E-05
HP:0000926,Platyspondyly,6.54E-05,6.54E-05
HP:0011502,Posterior lenticonus,6.54E-05,6.54E-05
HP:0010492,Osseous finger syndactyly,6.54E-05,6.54E-05
HP:0025326,Retinal arterial occlusion,4.73E-05,6.54E-05
HP:0032541,Knuckle pad,6.54E-05,6.54E-05
HP:0000066,Labial hypoplasia,5.67E-05,6.47E-05
HP:0008242,Pseudohypoaldosteronism,6.47E-05,6.47E-05
HP:0012074,Tonic pupil,6.47E-05,6.47E-05
HP:0012121,Panuveitis,6.47E-05,6.47E-05
HP:0012805,Iris transillumination defect,6.47E-05,6.47E-05
HP:0032037,Mildly reduced visual acuity,6.47E-05,6.47E-05
HP:0100243,Leiomyosarcoma,6.40E-05,6.40E-05
HP:0004934,Vascular calcification,3.40E-05,6.40E-05
HP:0000408,Progressive sensorineural hearing impairment,6.40E-05,6.40E-05
HP:0011062,Misalignment of incisors,6.67E-07,6.40E-05
HP:0000659,Peters anomaly,6.40E-05,6.40E-05
HP:0002304,Akinesia,6.40E-05,6.40E-05
HP:0011920,Transudative pleural effusion,6.40E-05,6.40E-05
HP:0009940,Asymmetry of the mandible,6.40E-05,6.40E-05
HP:0012366,Basilar invagination,6.40E-05,6.40E-05
HP:0030517,Heteronymous hemianopia,6.67E-07,6.40E-05
HP:0011090,Fused teeth,6.40E-05,6.40E-05
HP:0031829,Absent cremaster reflex,6.40E-05,6.40E-05
HP:0100681,Esophageal duplication,6.40E-05,6.40E-05
HP:0002745,Oral leukoplakia,6.34E-05,6.34E-05
HP:0006507,Aplasia/hypoplasia of the humerus,0,6.34E-05
HP:0005897,Severe generalized osteoporosis,6.34E-05,6.34E-05
HP:0000667,Phthisis bulbi,6.34E-05,6.34E-05
HP:0006559,Hepatic calcification,6.34E-05,6.34E-05
HP:0000982,Palmoplantar keratoderma,6.27E-05,6.34E-05
HP:0011231,Prominent eyelashes,6.34E-05,6.34E-05
HP:0025529,Hyperpigmented nodule,6.34E-05,6.34E-05
HP:0006498,Aplasia/Hypoplasia of the patella,2.53E-05,6.27E-05
HP:0005627,Type D brachydactyly,6.27E-05,6.27E-05
HP:0009835,Aplasia/Hypoplasia of the distal phalanges of the hand,1.33E-06,6.27E-05
HP:0100255,Metaphyseal dysplasia,5.20E-05,6.27E-05
HP:0010448,Colonic atresia,6.27E-05,6.27E-05
HP:0025168,Left ventricular diastolic dysfunction,6.27E-05,6.27E-05
HP:0030521,Bitemporal hemianopia,6.27E-05,6.27E-05
HP:0030713,Vein of Galen aneurysmal malformation,6.27E-05,6.27E-05
HP:0030735,Ureterovesical junction obstruction,6.27E-05,6.27E-05
HP:0025406,Asthenia,6.27E-05,6.27E-05
HP:0030973,Postexertional malaise,6.27E-05,6.27E-05
HP:0006261,Abnormal phalangeal joint morphology of the hand,6.67E-07,6.20E-05
HP:0003016,Metaphyseal widening,3.47E-05,6.20E-05
HP:0000232,Everted lower lip vermilion,6.20E-05,6.20E-05
HP:0001791,Fetal ascites,6.20E-05,6.20E-05
HP:0000696,Delayed eruption of permanent teeth,2.00E-05,6.20E-05
HP:0005505,Refractory anemia,6.20E-05,6.20E-05
HP:0007766,Optic disc hypoplasia,6.20E-05,6.20E-05
HP:0008496,Multiple rows of eyelashes,6.20E-05,6.20E-05
HP:0008080,Hallux varus,6.20E-05,6.20E-05
HP:0008554,Cochlear malformation,3.27E-05,6.20E-05
HP:0030772,Proximal femoral focal deficiency,6.20E-05,6.20E-05
HP:0010942,Echogenic intracardiac focus,6.20E-05,6.20E-05
HP:0025387,Pill-rolling tremor,6.20E-05,6.20E-05
HP:0025407,Rectourethral fistula,6.20E-05,6.20E-05
HP:0031947,Tongue tremor,6.20E-05,6.20E-05
HP:0001989,Fetal akinesia sequence,6.14E-05,6.14E-05
HP:0001187,Hyperextensibility of the finger joints,6.14E-05,6.14E-05
HP:0200085,Limb tremor,5.80E-05,6.14E-05
HP:0008677,Congenital nephrotic syndrome,6.14E-05,6.14E-05
HP:0009743,Distichiasis,6.14E-05,6.14E-05
HP:0012289,Facial neoplasm,8.67E-06,6.14E-05
HP:0025246,Trichilemmal cyst,6.14E-05,6.14E-05
HP:0025277,Gustatory sweating,6.14E-05,6.14E-05
HP:0011169,Generalized clonic seizure,6.14E-05,6.14E-05
HP:0031731,Increased tear production,3.73E-05,6.14E-05
HP:0020154,Nevus comedonicus,6.14E-05,6.14E-05
HP:0031762,Distance esotropia,6.14E-05,6.14E-05
HP:0031921,Gastrocnemius myalgia,6.14E-05,6.14E-05
HP:0030010,Hydrometrocolpos,6.14E-05,6.14E-05
HP:0100878,Enlarged uterus,6.14E-05,6.14E-05
HP:0010955,Dilatation of the bladder,1.33E-05,6.07E-05
HP:0004823,Anisopoikilocytosis,6.07E-05,6.07E-05
HP:0009798,Euthyroid goiter,5.87E-05,6.07E-05
HP:0011335,Frontal hirsutism,6.07E-05,6.07E-05
HP:0008839,Hypoplastic pelvis,6.07E-05,6.07E-05
HP:0011579,Unbalanced atrioventricular canal defect,6.07E-05,6.07E-05
HP:0010828,Hemifacial spasm,6.07E-05,6.07E-05
HP:0031830,Pinguecula,6.07E-05,6.07E-05
HP:0030169,Gastric varix,6.07E-05,6.07E-05
HP:0200058,Angiosarcoma,6.07E-05,6.07E-05
HP:0002714,Downturned corners of mouth,6.00E-05,6.00E-05
HP:0005736,Short tibia,6.00E-05,6.00E-05
HP:0005792,Short humerus,6.00E-05,6.00E-05
HP:0006266,Small placenta,6.00E-05,6.00E-05
HP:0006315,Single median maxillary incisor,6.00E-05,6.00E-05
HP:0006813,Focal hemiclonic seizure,6.00E-05,6.00E-05
HP:0025227,Triggered by excitement,6.00E-05,6.00E-05
HP:0012675,Iron accumulation in brain,6.00E-05,6.00E-05
HP:0031925,Rosette,6.00E-05,6.00E-05
HP:0032008,Pulmonary fat embolism,6.00E-05,6.00E-05
HP:0004339,Abnormal circulating sulfur amino acid concentration,0,5.94E-05
HP:0005146,Cardiac valve calcification,0,5.94E-05
HP:0004488,Macrocephaly at birth,5.94E-05,5.94E-05
HP:0004845,Acute monocytic leukemia,5.94E-05,5.94E-05
HP:0010161,Abnormality of the phalanges of the toes,0,5.94E-05
HP:0001220,Interphalangeal joint contracture of finger,4.00E-06,5.94E-05
HP:0012034,Liposarcoma,5.94E-05,5.94E-05
HP:0012875,Abnormal ejaculation,2.00E-06,5.94E-05
HP:0031669,Middiastolic murmur,5.94E-05,5.94E-05
HP:0032563,Dacryocytosis,5.94E-05,5.94E-05
HP:0030003,Paralytic lagophthalmos,5.94E-05,5.94E-05
HP:0006802,Abnormal anterior horn cell morphology,5.40E-05,5.87E-05
HP:0005281,Hypoplastic nasal bridge,5.87E-05,5.87E-05
HP:0009944,Partial duplication of thumb phalanx,5.87E-05,5.87E-05
HP:0009999,Partial duplication of the phalanx of hand,0,5.87E-05
HP:0012425,Stercoral ulcer,5.87E-05,5.87E-05
HP:0010754,Abnormality of the temporomandibular joint,4.00E-06,5.87E-05
HP:0030784,Anomia,5.87E-05,5.87E-05
HP:0025415,Bulbar urethral stricture,5.87E-05,5.87E-05
HP:0031491,Continuous spike and waves during slow sleep,5.87E-05,5.87E-05
HP:0032006,Lip tremor,5.87E-05,5.87E-05
HP:0200029,Vasculitis in the skin,5.87E-05,5.87E-05
HP:0011026,Aplasia/Hypoplasia of the vagina,0,5.80E-05
HP:0000533,Chorioretinal atrophy,5.80E-05,5.80E-05
HP:0005116,Arterial tortuosity,5.00E-05,5.80E-05
HP:0010693,Pulverulent cataract,0,5.80E-05
HP:0001169,Broad palm,5.80E-05,5.80E-05
HP:0008256,Adrenocortical adenoma,5.80E-05,5.80E-05
HP:0011730,Abnormal central sensory function,6.67E-07,5.80E-05
HP:0011851,Hemopericardium,5.80E-05,5.80E-05
HP:0009795,Branchial fistula,5.80E-05,5.80E-05
HP:0010698,Nuclear pulverulent cataract,5.80E-05,5.80E-05
HP:0010925,Nuclear punctate cataract,0,5.80E-05
HP:0010802,Perioral hyperpigmentation,5.80E-05,5.80E-05
HP:0031089,Palatal edema,5.80E-05,5.80E-05
HP:0041084,Compression-fractured thoracic vertebra,5.80E-05,5.80E-05
HP:0100248,Hemiballismus,5.80E-05,5.80E-05
HP:0100320,Rosenthal fibers,5.80E-05,5.80E-05
HP:0003777,Pili torti,5.74E-05,5.74E-05
HP:0033137,Abnormal pulmonary alveolar system morphology,0,5.74E-05
HP:0006529,Abnormal pulmonary lymphatics,2.67E-06,5.74E-05
HP:0006673,Reduced systolic function,5.07E-05,5.74E-05
HP:0002041,Intractable diarrhea,5.74E-05,5.74E-05
HP:0002396,Cogwheel rigidity,5.74E-05,5.74E-05
HP:0010774,Cor triatriatum,5.74E-05,5.74E-05
HP:0008942,Acute rhabdomyolysis,5.74E-05,5.74E-05
HP:0008954,Intrinsic hand muscle atrophy,5.74E-05,5.74E-05
HP:0010475,Cloacal exstrophy,5.74E-05,5.74E-05
HP:0010878,Fetal cystic hygroma,5.74E-05,5.74E-05
HP:0012570,Synovial sarcoma,5.74E-05,5.74E-05
HP:0030021,Auricular tag,5.74E-05,5.74E-05
HP:0033208,Alveolar capillary dysplasia,5.74E-05,5.74E-05
HP:0200057,Marcus Gunn pupil,5.74E-05,5.74E-05
HP:0003414,Atlantoaxial dislocation,5.67E-05,5.67E-05
HP:0004491,Large posterior fontanelle,5.67E-05,5.67E-05
HP:0000244,Brachyturricephaly,5.67E-05,5.67E-05
HP:0005182,Bicuspid pulmonary valve,5.67E-05,5.67E-05
HP:0031566,Abnormal pulmonary valve cusp morphology,0,5.67E-05
HP:0009273,Deviation of the 4th finger,4.20E-05,5.67E-05
HP:0040309,Increased size of the mandible,5.67E-05,5.67E-05
HP:0009882,Short distal phalanx of finger,5.20E-05,5.60E-05
HP:0003423,Thoracolumbar kyphoscoliosis,5.60E-05,5.60E-05
HP:0004601,Spina bifida occulta at L5,5.60E-05,5.60E-05
HP:0006644,Thoracic dysplasia,5.60E-05,5.60E-05
HP:0007141,Sensorimotor neuropathy,5.60E-05,5.60E-05
HP:0002593,Intestinal lymphangiectasia,5.60E-05,5.60E-05
HP:0031629,Impaired tandem gait,5.60E-05,5.60E-05
HP:0000049,Shawl scrotum,5.53E-05,5.53E-05
HP:0004743,Chronic tubulointerstitial nephritis,5.53E-05,5.53E-05
HP:0006304,Widely-spaced incisors,4.07E-05,5.53E-05
HP:0100490,Camptodactyly of finger,9.34E-06,5.53E-05
HP:0001886,Foot osteomyelitis,5.53E-05,5.53E-05
HP:0004841,Reduced factor XII activity,5.53E-05,5.53E-05
HP:0004894,Laryngotracheal stenosis,5.53E-05,5.53E-05
HP:0040159,Abnormal spaced incisors,0,5.53E-05
HP:0006872,Cerebral hypoplasia,2.13E-05,5.53E-05
HP:0002584,Intestinal bleeding,5.53E-05,5.53E-05
HP:0012158,Carotid artery dissection,5.53E-05,5.53E-05
HP:0100684,Salivary gland neoplasm,5.53E-05,5.53E-05
HP:0032220,Interface hepatitis,5.53E-05,5.53E-05
HP:0030022,Question mark ear,5.53E-05,5.53E-05
HP:0004321,Bladder fistula,3.13E-05,5.47E-05
HP:0045010,Abnormality of peripheral nerves,0,5.47E-05
HP:0003250,Aplasia of the vagina,5.40E-05,5.47E-05
HP:0001804,Hypoplastic fingernail,5.33E-05,5.47E-05
HP:0002550,Absent facial hair,6.67E-07,5.47E-05
HP:0006521,Pulmonary lymphangiectasia,5.47E-05,5.47E-05
HP:0001043,Prominent scalp veins,5.47E-05,5.47E-05
HP:0005318,Cerebral vasculitis,5.47E-05,5.47E-05
HP:0002582,Chronic atrophic gastritis,5.47E-05,5.47E-05
HP:0009831,Mononeuropathy,5.47E-05,5.47E-05
HP:0025404,Abnormal visual fixation,2.00E-06,5.47E-05
HP:0030847,Abnormal jugular venous pressure,0,5.47E-05
HP:0030849,Hepatojugular reflux,5.47E-05,5.47E-05
HP:0002654,Multiple epiphyseal dysplasia,5.40E-05,5.40E-05
HP:0002923,Rheumatoid factor positive,5.40E-05,5.40E-05
HP:0000561,Absent eyelashes,5.27E-05,5.40E-05
HP:0002600,Hyporeflexia of lower limbs,2.67E-06,5.40E-05
HP:0010292,Absent uvula,5.40E-05,5.40E-05
HP:0009907,Attached earlobe,5.40E-05,5.40E-05
HP:0011998,Postprandial hyperglycemia,5.40E-05,5.40E-05
HP:0012231,Exudative retinal detachment,5.40E-05,5.40E-05
HP:0030502,Retinoschisis,5.40E-05,5.40E-05
HP:0025228,Triggered by sudden movement,5.40E-05,5.40E-05
HP:0200046,Cat cry,5.40E-05,5.40E-05
HP:0001414,Microvesicular hepatic steatosis,5.33E-05,5.33E-05
HP:0000349,Widow's peak,5.33E-05,5.33E-05
HP:0001798,Anonychia,3.93E-05,5.33E-05
HP:0001820,Leukonychia,5.33E-05,5.33E-05
HP:0001839,Split foot,5.33E-05,5.33E-05
HP:0004887,Respiratory failure requiring assisted ventilation,5.20E-05,5.33E-05
HP:0000897,Rachitic rosary,5.33E-05,5.33E-05
HP:0002044,Zollinger-Ellison syndrome,5.33E-05,5.33E-05
HP:0010527,Astereognosia,5.33E-05,5.33E-05
HP:0025076,Abnormal QRS voltage,6.67E-07,5.33E-05
HP:0007361,Abnormality of the pons,6.00E-06,5.27E-05
HP:0011479,Abnormal lacrimal punctum morphology,0,5.27E-05
HP:0008191,Thyroid agenesis,5.27E-05,5.27E-05
HP:0008672,Calcium oxalate nephrolithiasis,5.27E-05,5.27E-05
HP:0009600,Flexion contracture of thumb,5.27E-05,5.27E-05
HP:0012334,Extrahepatic cholestasis,5.27E-05,5.27E-05
HP:0012478,Temporomandibular joint ankylosis,5.27E-05,5.27E-05
